projectname,mountpoint,rsync,numfiles,filesize(bytes)
xingxingxing,code-1,hg.code.sf.net::p/xingxingxing/code-1,7,"255 bytes"
xingxiuhai,code.git,git.code.sf.net::p/xingxiuhai/code.git,26,"14,643 bytes"
xingxiuhai,code-0,svn.code.sf.net::p/xingxiuhai/code-0,44,"32,237 bytes"
xingxiuhai,code-1,hg.code.sf.net::p/xingxiuhai/code-1,7,"253 bytes"
xingy,code.git,git.code.sf.net::p/xingy/code.git,26,"14,638 bytes"
xingye,code.git,git.code.sf.net::p/xingye/code.git,26,"14,821 bytes"
xingye,code-0,svn.code.sf.net::p/xingye/code-0,40,"28,541 bytes"
xingyetouzi,code.git,git.code.sf.net::p/xingyetouzi/code.git,26,"14,826 bytes"
xingyuege,code.git,git.code.sf.net::p/xingyuege/code.git,26,"14,824 bytes"
xingyuege,code-0,svn.code.sf.net::p/xingyuege/code-0,43,"33,305 bytes"
xingyuege,code-1,hg.code.sf.net::p/xingyuege/code-1,7,"264 bytes"
xingyunxing,code.git,git.code.sf.net::p/xingyunxing/code.git,26,"14,826 bytes"
xingzhiedu,code.git,git.code.sf.net::p/xingzhiedu/code.git,26,"14,643 bytes"
xingzuo,code.git,git.code.sf.net::p/xingzuo/code.git,26,"14,605 bytes"
xingzuo8,code.git,git.code.sf.net::p/xingzuo8/code.git,26,"14,606 bytes"
xinhelper,code.git,git.code.sf.net::p/xinhelper/code.git,149,"159,432 bytes"
xinhuadict,code.git,git.code.sf.net::p/xinhuadict/code.git,26,"14,825 bytes"
xinhuadict,code-0,svn.code.sf.net::p/xinhuadict/code-0,48,"33,109 bytes"
xinin,code.git,git.code.sf.net::p/xinin/code.git,26,"14,638 bytes"
xinitronix,code.git,git.code.sf.net::p/xinitronix/code.git,43,"511,278,798 bytes"
xinity,xinity,rsync://xinity.cvs.sourceforge.net/cvsroot/xinity/*,1,"54,840,358 bytes"
xinji,code.git,git.code.sf.net::p/xinji/code.git,26,"14,820 bytes"
xink,code,svn.code.sf.net::p/xink/code,212,"569,897 bytes"
xinkakaka,code.git,git.code.sf.net::p/xinkakaka/code.git,26,"14,642 bytes"
xinkali,code.git,git.code.sf.net::p/xinkali/code.git,214,"47,895 bytes"
xinkuangtu,code.git,git.code.sf.net::p/xinkuangtu/code.git,26,"14,643 bytes"
xinkuangtu,code-0,hg.code.sf.net::p/xinkuangtu/code-0,7,"253 bytes"
xinle,code.git,git.code.sf.net::p/xinle/code.git,26,"14,820 bytes"
xinliaoba,code.git,git.code.sf.net::p/xinliaoba/code.git,26,"14,824 bytes"
xinlixiaoying,code.git,git.code.sf.net::p/xinlixiaoying/code.git,26,"14,828 bytes"
xinlizixun,code.git,git.code.sf.net::p/xinlizixun/code.git,26,"14,825 bytes"
xinmapper,code,svn.code.sf.net::p/xinmapper/code,75,"668,509 bytes"
xinmp,code.git,git.code.sf.net::p/xinmp/code.git,26,"14,638 bytes"
xinmp,code-0,svn.code.sf.net::p/xinmp/code-0,44,"32,232 bytes"
xinmp,code-1,hg.code.sf.net::p/xinmp/code-1,7,"248 bytes"
xinnet,code.git,git.code.sf.net::p/xinnet/code.git,26,"14,821 bytes"
xinnix-kernel,code.git,git.code.sf.net::p/xinnix-kernel/code.git,16,"747 bytes"
xinnongmy,code.git,git.code.sf.net::p/xinnongmy/code.git,26,"14,642 bytes"
xinnongmy,code-0,svn.code.sf.net::p/xinnongmy/code-0,44,"32,236 bytes"
xinnuooa,code.git,git.code.sf.net::p/xinnuooa/code.git,26,"14,823 bytes"
xinnuooa,code-0,svn.code.sf.net::p/xinnuooa/code-0,2,"12,005,440 bytes"
xinnuooa,code-1,hg.code.sf.net::p/xinnuooa/code-1,7,"263 bytes"
xinos,code.git,git.code.sf.net::p/xinos/code.git,26,"14,638 bytes"
xinpcn,code.git,git.code.sf.net::p/xinpcn/code.git,26,"14,639 bytes"
xinputqtgui,code.git,git.code.sf.net::p/xinputqtgui/code.git,26,"14,826 bytes"
xinq,xinq,rsync://xinq.cvs.sourceforge.net/cvsroot/xinq/*,744,"28,487,719 bytes"
xinraw,code,svn.code.sf.net::p/xinraw/code,198,"2,725,981 bytes"
xinruitest,code.git,git.code.sf.net::p/xinruitest/code.git,26,"14,825 bytes"
xins,xins,rsync://xins.cvs.sourceforge.net/cvsroot/xins/*,2,"106,250,130 bytes"
xinsdd,code2,svn.code.sf.net::p/xinsdd/code2,41,"27,471 bytes"
xinsdd,code,svn.code.sf.net::p/xinsdd/code,41,"27,470 bytes"
xinsheng,code.git,git.code.sf.net::p/xinsheng/code.git,26,"14,823 bytes"
xinshidai,code.git,git.code.sf.net::p/xinshidai/code.git,26,"14,824 bytes"
xinshidian,code.git,git.code.sf.net::p/xinshidian/code.git,26,"14,825 bytes"
xinshiji,code.git,git.code.sf.net::p/xinshiji/code.git,26,"14,641 bytes"
xinshoujz,code.git,git.code.sf.net::p/xinshoujz/code.git,26,"14,824 bytes"
xinshoujz,code-0,svn.code.sf.net::p/xinshoujz/code-0,44,"32,419 bytes"
xinshoujz,code-1,hg.code.sf.net::p/xinshoujz/code-1,7,"264 bytes"
xinshudiandu,code.git,git.code.sf.net::p/xinshudiandu/code.git,26,"14,610 bytes"
xinspace,code.git,git.code.sf.net::p/xinspace/code.git,26,"14,641 bytes"
xinspace,code-0,svn.code.sf.net::p/xinspace/code-0,44,"32,235 bytes"
xinspace,code-1,hg.code.sf.net::p/xinspace/code-1,7,"251 bytes"
xinsui,code,svn.code.sf.net::p/xinsui/code,42,"27,854 bytes"
xinterface,code,svn.code.sf.net::p/xinterface/code,48,"753,373 bytes"
xinting,code.git,git.code.sf.net::p/xinting/code.git,26,"14,822 bytes"
xinting,code-0,svn.code.sf.net::p/xinting/code-0,44,"32,417 bytes"
xintongchen,code.git,git.code.sf.net::p/xintongchen/code.git,26,"14,826 bytes"
xinu,code,svn.code.sf.net::p/xinu/code,40,"24,823 bytes"
xinupipe,code.git,git.code.sf.net::p/xinupipe/code.git,225,"42,511,100 bytes"
xinvoke,xinvoke,rsync://xinvoke.cvs.sourceforge.net/cvsroot/xinvoke/*,605,"7,193,271 bytes"
xinvos,code,svn.code.sf.net::p/xinvos/code,118,"137,806 bytes"
xinway,code.git,git.code.sf.net::p/xinway/code.git,26,"14,821 bytes"
xinweining,code.git,git.code.sf.net::p/xinweining/code.git,55,"63,144 bytes"
xinwen,code.git,git.code.sf.net::p/xinwen/code.git,26,"14,821 bytes"
xinwen,code-0,svn.code.sf.net::p/xinwen/code-0,44,"33,312 bytes"
xinwen,code-1,hg.code.sf.net::p/xinwen/code-1,7,"261 bytes"
xinwufan,code.git,git.code.sf.net::p/xinwufan/code.git,26,"14,641 bytes"
xinxi,code.git,git.code.sf.net::p/xinxi/code.git,26,"14,820 bytes"
xinxin,code.git,git.code.sf.net::p/xinxin/code.git,26,"14,604 bytes"
xinxinmarry,code.git,git.code.sf.net::p/xinxinmarry/code.git,26,"14,826 bytes"
xinxinpad,code,svn.code.sf.net::p/xinxinpad/code,54,"179,723 bytes"
xinxiphoto,code,svn.code.sf.net::p/xinxiphoto/code,44,"32,235 bytes"
xinxiwh,git.git,git.code.sf.net::p/xinxiwh/git.git,26,"14,821 bytes"
xinxiwh,svn,svn.code.sf.net::p/xinxiwh/svn,40,"28,539 bytes"
xiny,code.git,git.code.sf.net::p/xiny/code.git,26,"14,637 bytes"
xinyang,code.git,git.code.sf.net::p/xinyang/code.git,26,"14,822 bytes"
xinyi,code.git,git.code.sf.net::p/xinyi/code.git,26,"14,638 bytes"
xinyiyun,code,svn.code.sf.net::p/xinyiyun/code,42,"31,954 bytes"
xinyoulingxi,code.git,git.code.sf.net::p/xinyoulingxi/code.git,26,"14,645 bytes"
xinyoulingxi,code-0,svn.code.sf.net::p/xinyoulingxi/code-0,44,"32,239 bytes"
xinyoulingxi,code-1,hg.code.sf.net::p/xinyoulingxi/code-1,7,"255 bytes"
xinyuan,code.git,git.code.sf.net::p/xinyuan/code.git,26,"14,640 bytes"
xinyuan,code-0,svn.code.sf.net::p/xinyuan/code-0,44,"32,234 bytes"
xinyuan,code-1,hg.code.sf.net::p/xinyuan/code-1,7,"250 bytes"
xinyuan8,code.git,git.code.sf.net::p/xinyuan8/code.git,26,"14,641 bytes"
xinyuanb,code.git,git.code.sf.net::p/xinyuanb/code.git,26,"14,641 bytes"
xinyuanb,code-0,svn.code.sf.net::p/xinyuanb/code-0,44,"32,235 bytes"
xinyuanb,code-1,hg.code.sf.net::p/xinyuanb/code-1,7,"251 bytes"
xinyuanba,code.git,git.code.sf.net::p/xinyuanba/code.git,26,"14,642 bytes"
xinyuanba,code-0,svn.code.sf.net::p/xinyuanba/code-0,44,"32,236 bytes"
xinyuanba,code-1,hg.code.sf.net::p/xinyuanba/code-1,7,"252 bytes"
xinyuanzx89,code.git,git.code.sf.net::p/xinyuanzx89/code.git,26,"14,644 bytes"
xinyuanzx89,code-0,svn.code.sf.net::p/xinyuanzx89/code-0,44,"32,238 bytes"
xinyumuying,code.git,git.code.sf.net::p/xinyumuying/code.git,26,"14,644 bytes"
xinyzx,code.git,git.code.sf.net::p/xinyzx/code.git,26,"14,821 bytes"
xinz,code.git,git.code.sf.net::p/xinz/code.git,26,"14,637 bytes"
xinzai,code.git,git.code.sf.net::p/xinzai/code.git,26,"14,821 bytes"
xinzaiidc,code.git,git.code.sf.net::p/xinzaiidc/code.git,26,"14,824 bytes"
xinzhan,code.git,git.code.sf.net::p/xinzhan/code.git,26,"14,640 bytes"
xinzhanghao,code.git,git.code.sf.net::p/xinzhanghao/code.git,26,"14,826 bytes"
xinzipiaoling,code.git,git.code.sf.net::p/xinzipiaoling/code.git,26,"14,828 bytes"
xinzong,code.git,git.code.sf.net::p/xinzong/code.git,26,"14,640 bytes"
xinzong,mysite.git,git.code.sf.net::p/xinzong/mysite.git,26,"14,631 bytes"
xio,code,svn.code.sf.net::p/xio/code,65,"74,677 bytes"
xioixp,code.git,git.code.sf.net::p/xioixp/code.git,26,"14,639 bytes"
xioixp,code-0,svn.code.sf.net::p/xioixp/code-0,44,"32,233 bytes"
xioixp,code-1,hg.code.sf.net::p/xioixp/code-1,7,"249 bytes"
xionbot,xionbot,rsync://xionbot.cvs.sourceforge.net/cvsroot/xionbot/*,422,"2,233,527 bytes"
xioncorex,code.git,git.code.sf.net::p/xioncorex/code.git,26,"14,824 bytes"
xion-editor,code,svn.code.sf.net::p/xion-editor/code,120,"6,023,027 bytes"
xiong,code.git,git.code.sf.net::p/xiong/code.git,26,"14,820 bytes"
xiongba,code.git,git.code.sf.net::p/xiongba/code.git,26,"14,640 bytes"
xiongdilianm,code.git,git.code.sf.net::p/xiongdilianm/code.git,26,"14,645 bytes"
xiongin,code.git,git.code.sf.net::p/xiongin/code.git,26,"14,640 bytes"
xiongman,code.git,git.code.sf.net::p/xiongman/code.git,26,"14,823 bytes"
xiongmanbf,code.git,git.code.sf.net::p/xiongmanbf/code.git,26,"14,825 bytes"
xiongrh,code.git,git.code.sf.net::p/xiongrh/code.git,26,"14,640 bytes"
xiongrh01,code.git,git.code.sf.net::p/xiongrh01/code.git,26,"14,642 bytes"
xiongrh01,code-0,svn.code.sf.net::p/xiongrh01/code-0,44,"32,236 bytes"
xiongrh01,code-1,hg.code.sf.net::p/xiongrh01/code-1,7,"252 bytes"
xiongxian,code.git,git.code.sf.net::p/xiongxian/code.git,26,"14,824 bytes"
xiongxian,xx,svn.code.sf.net::p/xiongxian/xx,43,"33,190 bytes"
xiongyingjie,code.git,git.code.sf.net::p/xiongyingjie/code.git,26,"14,610 bytes"
xiongzz12,code,svn.code.sf.net::p/xiongzz12/code,44,"32,234 bytes"
xios-cpp,code,svn.code.sf.net::p/xios-cpp/code,138,"201,301 bytes"
xiosprojectmobi,code,svn.code.sf.net::p/xiosprojectmobi/code,128,"5,428,659 bytes"
xipena,code,hg.code.sf.net::p/xipena/code,7,"247 bytes"
xipetotec,code.git,git.code.sf.net::p/xipetotec/code.git,89,"52,970 bytes"
xiphone,git.git,git.code.sf.net::p/xiphone/git.git,26,"14,604 bytes"
xiphone,mercurial,hg.code.sf.net::p/xiphone/mercurial,7,"253 bytes"
xiphone,svn,svn.code.sf.net::p/xiphone/svn,42,"31,456 bytes"
xiphos,code,svn.code.sf.net::p/xiphos/code,41,"27,639 bytes"
xipl,code,svn.code.sf.net::p/xipl/code,50,"47,162 bytes"
xipp,code,svn.code.sf.net::p/xipp/code,43,"25,414 bytes"
xippo,xippo,rsync://xippo.cvs.sourceforge.net/cvsroot/xippo/*,107,"607,417 bytes"
xipslae,code.git,git.code.sf.net::p/xipslae/code.git,26,"14,822 bytes"
xiqi,code.git,git.code.sf.net::p/xiqi/code.git,26,"14,819 bytes"
xiqiguguai,xiqiguguai,rsync://xiqiguguai.cvs.sourceforge.net/cvsroot/xiqiguguai/*,120,"251,153 bytes"
xiqts09254,code.git,git.code.sf.net::p/xiqts09254/code.git,0,"0 bytes"
xiqual,xiqual,rsync://xiqual.cvs.sourceforge.net/cvsroot/xiqual/*,1,"4,460,019 bytes"
xir,xir,rsync://xir.cvs.sourceforge.net/cvsroot/xir/*,233,"1,609,096 bytes"
xirc,xirc,rsync://xirc.cvs.sourceforge.net/cvsroot/xirc/*,449,"4,461,062 bytes"
xiredia,code.git,git.code.sf.net::p/xiredia/code.git,26,"14,605 bytes"
xirhv28687,code.git,git.code.sf.net::p/xirhv28687/code.git,0,"0 bytes"
xiris,xiris,rsync://xiris.cvs.sourceforge.net/cvsroot/xiris/*,1,"21,524,904 bytes"
xirlinkwebcam,xirlinkwebcam,rsync://xirlinkwebcam.cvs.sourceforge.net/cvsroot/xirlinkwebcam/*,43,"30,397 bytes"
xiron,xiron,rsync://xiron.cvs.sourceforge.net/cvsroot/xiron/*,664,"7,872,910 bytes"
xirp2,code,svn.code.sf.net::p/xirp2/code,54,"11,591,696 bytes"
xirr4perl,xirr4perl,rsync://xirr4perl.cvs.sourceforge.net/cvsroot/xirr4perl/*,96,"198,851 bytes"
xiruixin388,code.git,git.code.sf.net::p/xiruixin388/code.git,26,"14,644 bytes"
xiruss-t,code,svn.code.sf.net::p/xiruss-t/code,799,"14,215,644 bytes"
xirvir,code.git,git.code.sf.net::p/xirvir/code.git,182,"2,103,841 bytes"
xis,xis,rsync://xis.cvs.sourceforge.net/cvsroot/xis/*,152,"3,151,372 bytes"
xisaranadop,code.git,git.code.sf.net::p/xisaranadop/code.git,26,"14,826 bytes"
xisemele,code,svn.code.sf.net::p/xisemele/code,295,"1,107,094 bytes"
xishanju,code.git,git.code.sf.net::p/xishanju/code.git,26,"14,823 bytes"
xishiyou,code.git,git.code.sf.net::p/xishiyou/code.git,26,"14,823 bytes"
xisl,code,svn.code.sf.net::p/xisl/code,55,"1,122,351 bytes"
xisql,xisql,rsync://xisql.cvs.sourceforge.net/cvsroot/xisql/*,65,"117,249 bytes"
xissgamepanel,code-0,svn.code.sf.net::p/xissgamepanel/code-0,40,"28,548 bytes"
xissgamepanel,code.git,git.code.sf.net::p/xissgamepanel/code.git,26,"14,828 bytes"
xistans,testing.git,git.code.sf.net::p/xistans/testing.git,109,"7,500,763 bytes"
xi-statemachine,code.git,git.code.sf.net::p/xi-statemachine/code.git,26,"14,648 bytes"
xisyw66144,code.git,git.code.sf.net::p/xisyw66144/code.git,0,"0 bytes"
xiszka,code.git,git.code.sf.net::p/xiszka/code.git,26,"14,821 bytes"
xitadel,code,svn.code.sf.net::p/xitadel/code,81,"194,821 bytes"
xite,xite,rsync://xite.cvs.sourceforge.net/cvsroot/xite/*,316,"9,961,465 bytes"
xiteenvn,code.git,git.code.sf.net::p/xiteenvn/code.git,26,"14,823 bytes"
xiteenvn,code-0,svn.code.sf.net::p/xiteenvn/code-0,40,"28,543 bytes"
xiteenvn,code-1,hg.code.sf.net::p/xiteenvn/code-1,7,"263 bytes"
x-item,code,svn.code.sf.net::p/x-item/code,62,"1,684,330 bytes"
xiter,code,svn.code.sf.net::p/xiter/code,46,"99,170 bytes"
xith3d,code,svn.code.sf.net::p/xith3d/code,3,"178,241,840 bytes"
xithbasedvisualization,code,svn.code.sf.net::p/xithbasedvisualization/code,57,"5,342,336 bytes"
xith-tk,code,svn.code.sf.net::p/xith-tk/code,4,"169,066,916 bytes"
xitjo47690,code.git,git.code.sf.net::p/xitjo47690/code.git,0,"0 bytes"
xito,code,svn.code.sf.net::p/xito/code,331,"209,655,187 bytes"
xito,xito,rsync://xito.cvs.sourceforge.net/cvsroot/xito/*,5,"78,883,416 bytes"
xito-games,xito-games,rsync://xito-games.cvs.sourceforge.net/cvsroot/xito-games/*,157,"758,106 bytes"
xitong,svn,svn.code.sf.net::p/xitong/svn,40,"28,538 bytes"
xitong,mercurial,hg.code.sf.net::p/xitong/mercurial,7,"274 bytes"
xitong,git.git,git.code.sf.net::p/xitong/git.git,26,"14,820 bytes"
x-itools,code,svn.code.sf.net::p/x-itools/code,4,"89,095,693 bytes"
xitpp,code,svn.code.sf.net::p/xitpp/code,48,"82,349 bytes"
xitreli,code.git,git.code.sf.net::p/xitreli/code.git,26,"14,822 bytes"
xiu,code.git,git.code.sf.net::p/xiu/code.git,26,"14,636 bytes"
xiu366,code.git,git.code.sf.net::p/xiu366/code.git,26,"14,821 bytes"
xiu366,code-0,svn.code.sf.net::p/xiu366/code-0,44,"32,416 bytes"
xiu366,code-1,hg.code.sf.net::p/xiu366/code-1,7,"261 bytes"
xiu8,git.git,git.code.sf.net::p/xiu8/git.git,26,"14,818 bytes"
xiu8,svn,svn.code.sf.net::p/xiu8/svn,1,"104,902,435 bytes"
xiuchuyi,code,svn.code.sf.net::p/xiuchuyi/code,48,"93,227 bytes"
xiufa,code.git,git.code.sf.net::p/xiufa/code.git,26,"14,820 bytes"
xiufa,code-0,svn.code.sf.net::p/xiufa/code-0,129,"360,126 bytes"
xiufa,code-1,hg.code.sf.net::p/xiufa/code-1,7,"260 bytes"
xiug-minetest,code.git,git.code.sf.net::p/xiug-minetest/code.git,26,"14,828 bytes"
xiuhuatang,code.git,git.code.sf.net::p/xiuhuatang/code.git,26,"14,825 bytes"
xiuhuatang,code-0,svn.code.sf.net::p/xiuhuatang/code-0,44,"32,420 bytes"
xiuhuatang,code-1,hg.code.sf.net::p/xiuhuatang/code-1,7,"265 bytes"
xiuil46498,code.git,git.code.sf.net::p/xiuil46498/code.git,0,"0 bytes"
xiujiang,code.git,git.code.sf.net::p/xiujiang/code.git,26,"14,641 bytes"
xiujiang,code-0,svn.code.sf.net::p/xiujiang/code-0,44,"32,235 bytes"
xiujiang,code-1,hg.code.sf.net::p/xiujiang/code-1,7,"251 bytes"
xiuno,code.git,git.code.sf.net::p/xiuno/code.git,26,"14,820 bytes"
xiuno123,code.git,git.code.sf.net::p/xiuno123/code.git,26,"14,823 bytes"
xiunv,code.git,git.code.sf.net::p/xiunv/code.git,26,"14,820 bytes"
xiushenhuo,code.git,git.code.sf.net::p/xiushenhuo/code.git,26,"14,825 bytes"
xiushenhuo,code-0,svn.code.sf.net::p/xiushenhuo/code-0,44,"32,420 bytes"
xiushenhuo,code-1,hg.code.sf.net::p/xiushenhuo/code-1,7,"265 bytes"
xiuxiu,code.git,git.code.sf.net::p/xiuxiu/code.git,26,"14,639 bytes"
xiuxuehuodong,svn,svn.code.sf.net::p/xiuxuehuodong/svn,53,"13,565,612 bytes"
xiuxuehuodong,git.git,git.code.sf.net::p/xiuxuehuodong/git.git,26,"14,827 bytes"
xiuzj,code.git,git.code.sf.net::p/xiuzj/code.git,26,"14,820 bytes"
x-ivap,code,svn.code.sf.net::p/x-ivap/code,419,"168,794,560 bytes"
xivelytosqlite,code.git,git.code.sf.net::p/xivelytosqlite/code.git,26,"14,829 bytes"
xivtv,xivtv,rsync://xivtv.cvs.sourceforge.net/cvsroot/xivtv/*,46,"61,910 bytes"
xivy,code,svn.code.sf.net::p/xivy/code,50,"316,658 bytes"
xiwa,xiwa,rsync://xiwa.cvs.sourceforge.net/cvsroot/xiwa/*,898,"25,630,368 bytes"
xiwan,code.git,git.code.sf.net::p/xiwan/code.git,26,"14,820 bytes"
xiwan,code-0,svn.code.sf.net::p/xiwan/code-0,40,"28,540 bytes"
xiwan,code-1,hg.code.sf.net::p/xiwan/code-1,7,"260 bytes"
xix2013,code.git,git.code.sf.net::p/xix2013/code.git,26,"14,822 bytes"
xix2013,code-0,hg.code.sf.net::p/xix2013/code-0,7,"262 bytes"
xixi,code.git,git.code.sf.net::p/xixi/code.git,26,"14,637 bytes"
xixi1193,code.git,git.code.sf.net::p/xixi1193/code.git,26,"14,641 bytes"
xixi521,code.git,git.code.sf.net::p/xixi521/code.git,26,"14,640 bytes"
xixi521,code-0,svn.code.sf.net::p/xixi521/code-0,44,"32,234 bytes"
xixi521,code-1,hg.code.sf.net::p/xixi521/code-1,7,"250 bytes"
xixiade,code.git,git.code.sf.net::p/xixiade/code.git,26,"14,640 bytes"
xixiadi,code.git,git.code.sf.net::p/xixiadi/code.git,26,"14,640 bytes"
xixibase,code,svn.code.sf.net::p/xixibase/code,56,"233,215 bytes"
xixic,code.git,git.code.sf.net::p/xixic/code.git,26,"14,820 bytes"
xixicm,code.git,git.code.sf.net::p/xixicm/code.git,26,"14,821 bytes"
xixihaha,code.git,git.code.sf.net::p/xixihaha/code.git,26,"14,641 bytes"
xixihaha,code-0,svn.code.sf.net::p/xixihaha/code-0,44,"32,235 bytes"
xixihaha,code-1,hg.code.sf.net::p/xixihaha/code-1,7,"251 bytes"
xixmusicplayer,svn,svn.code.sf.net::p/xixmusicplayer/svn,179,"11,461,242 bytes"
xixxi,code.git,git.code.sf.net::p/xixxi/code.git,26,"14,638 bytes"
xiya,code.git,git.code.sf.net::p/xiya/code.git,26,"14,819 bytes"
xiyi-wishlist,git.git,git.code.sf.net::p/xiyi-wishlist/git.git,26,"14,827 bytes"
xiyi-wishlist,svn,svn.code.sf.net::p/xiyi-wishlist/svn,40,"28,545 bytes"
xiymr40888,code.git,git.code.sf.net::p/xiymr40888/code.git,0,"0 bytes"
xiyongzhan,code.git,git.code.sf.net::p/xiyongzhan/code.git,26,"14,825 bytes"
xiyuan,code.git,git.code.sf.net::p/xiyuan/code.git,26,"14,639 bytes"
xiyuys,code.git,git.code.sf.net::p/xiyuys/code.git,26,"14,821 bytes"
xizao,code.git,git.code.sf.net::p/xizao/code.git,26,"14,820 bytes"
xizao,code-0,svn.code.sf.net::p/xizao/code-0,44,"32,415 bytes"
xizao,code-1,hg.code.sf.net::p/xizao/code-1,7,"260 bytes"
xizijian,code.git,git.code.sf.net::p/xizijian/code.git,26,"14,823 bytes"
xj200,code.git,git.code.sf.net::p/xj200/code.git,26,"14,638 bytes"
xj3d,code,svn.code.sf.net::p/xj3d/code,24,"361,490,613 bytes"
xj4,code,svn.code.sf.net::p/xj4/code,109,"398,112 bytes"
xj555,code.git,git.code.sf.net::p/xj555/code.git,26,"14,820 bytes"
xj5555,code.git,git.code.sf.net::p/xj5555/code.git,26,"14,821 bytes"
x-jaf,code,svn.code.sf.net::p/x-jaf/code,190,"3,039,441 bytes"
xjanmo,code.git,git.code.sf.net::p/xjanmo/code.git,26,"14,821 bytes"
xjb,code.git,git.code.sf.net::p/xjb/code.git,26,"14,636 bytes"
xjbff,code.git,git.code.sf.net::p/xjbff/code.git,26,"14,638 bytes"
xjbff,code-0,svn.code.sf.net::p/xjbff/code-0,44,"32,232 bytes"
xjbff,code-1,hg.code.sf.net::p/xjbff/code-1,7,"248 bytes"
xjbfr55335,code.git,git.code.sf.net::p/xjbfr55335/code.git,0,"0 bytes"
xjbnr33577,code.git,git.code.sf.net::p/xjbnr33577/code.git,0,"0 bytes"
xjbot,code,svn.code.sf.net::p/xjbot/code,90,"1,303,473 bytes"
xjbpt11331,code.git,git.code.sf.net::p/xjbpt11331/code.git,0,"0 bytes"
xjbpt35753,code.git,git.code.sf.net::p/xjbpt35753/code.git,0,"0 bytes"
xjbpv35377,code.git,git.code.sf.net::p/xjbpv35377/code.git,0,"0 bytes"
xjbvr11177,code.git,git.code.sf.net::p/xjbvr11177/code.git,0,"0 bytes"
xjbvr57777,code.git,git.code.sf.net::p/xjbvr57777/code.git,0,"0 bytes"
xjbxz53335,code.git,git.code.sf.net::p/xjbxz53335/code.git,0,"0 bytes"
xjc,git.git,git.code.sf.net::p/xjc/git.git,26,"14,817 bytes"
xjc,svn,svn.code.sf.net::p/xjc/svn,40,"28,535 bytes"
xjc,mercurial,hg.code.sf.net::p/xjc/mercurial,7,"271 bytes"
xjc-helper,code.git,git.code.sf.net::p/xjc-helper/code.git,248,"57,486 bytes"
xjc-ii-plugin,svn,svn.code.sf.net::p/xjc-ii-plugin/svn,44,"38,702 bytes"
xjdbc,xjdbc,rsync://xjdbc.cvs.sourceforge.net/cvsroot/xjdbc/*,72,"1,145,384 bytes"
xjddatatransfer,code.git,git.code.sf.net::p/xjddatatransfer/code.git,26,"14,830 bytes"
xjddatatransfer,code-0,svn.code.sf.net::p/xjddatatransfer/code-0,60,"168,678 bytes"
xjdict,code,svn.code.sf.net::p/xjdict/code,90,"115,252,831 bytes"
xjdio,code.git,git.code.sf.net::p/xjdio/code.git,26,"14,820 bytes"
xjdio,code-0,svn.code.sf.net::p/xjdio/code-0,52,"85,756 bytes"
xjdll99991,code.git,git.code.sf.net::p/xjdll99991/code.git,0,"0 bytes"
xjdnp37959,code.git,git.code.sf.net::p/xjdnp37959/code.git,0,"0 bytes"
xjdnz75517,code.git,git.code.sf.net::p/xjdnz75517/code.git,0,"0 bytes"
xjdrd31131,code.git,git.code.sf.net::p/xjdrd31131/code.git,0,"0 bytes"
xjdtv15133,code.git,git.code.sf.net::p/xjdtv15133/code.git,0,"0 bytes"
xjdutil,code.git,git.code.sf.net::p/xjdutil/code.git,26,"14,822 bytes"
xjdutil,code-0,svn.code.sf.net::p/xjdutil/code-0,72,"222,289 bytes"
xjdvz17917,code.git,git.code.sf.net::p/xjdvz17917/code.git,0,"0 bytes"
xjdxn31199,code.git,git.code.sf.net::p/xjdxn31199/code.git,0,"0 bytes"
xjdxt77757,code.git,git.code.sf.net::p/xjdxt77757/code.git,0,"0 bytes"
xjfl,code.git,git.code.sf.net::p/xjfl/code.git,26,"14,819 bytes"
xjfl,code-0,svn.code.sf.net::p/xjfl/code-0,17,"21,367 bytes"
xjflg54108,code.git,git.code.sf.net::p/xjflg54108/code.git,0,"0 bytes"
xjflr59559,code.git,git.code.sf.net::p/xjflr59559/code.git,0,"0 bytes"
xjfpv33353,code.git,git.code.sf.net::p/xjfpv33353/code.git,0,"0 bytes"
xjftp,xjftp,rsync://xjftp.cvs.sourceforge.net/cvsroot/xjftp/*,298,"6,375,974 bytes"
xjfy,code.git,git.code.sf.net::p/xjfy/code.git,26,"14,637 bytes"
xjfy,code-0,svn.code.sf.net::p/xjfy/code-0,44,"32,231 bytes"
xjfy,code-1,hg.code.sf.net::p/xjfy/code-1,7,"247 bytes"
xjfz,code.git,git.code.sf.net::p/xjfz/code.git,26,"14,637 bytes"
xjfzf57537,code.git,git.code.sf.net::p/xjfzf57537/code.git,0,"0 bytes"
xjfzf97973,code.git,git.code.sf.net::p/xjfzf97973/code.git,0,"0 bytes"
xjgh,git.git,git.code.sf.net::p/xjgh/git.git,26,"14,818 bytes"
xjgh,svn,svn.code.sf.net::p/xjgh/svn,40,"28,709 bytes"
